NISN,Nama_Lengkap,Jenis_Kelamin,Usia,Kelas,Jurusan,Kehadiran_Persen,Rata_Nilai,Jumlah_Remedial,Peringkat_Kelas,Pernah_Tinggal_Kelas,Surat_Peringatan,Status_Ekstrakurikuler,Siswa_Bekerja,Status_Ortu,Jumlah_Saudara,Pendidikan_Tertinggi_Ortu,Pekerjaan_Ayah,Pekerjaan_Ibu,Penghasilan_Keluarga_Bulan,Pengeluaran_Keluarga_Bulan,Kepemilikan_Rumah,Kondisi_Rumah,Akses_Listrik,Sumber_Air_Bersih,Jarak_Ke_Sekolah_KM,Moda_Transportasi,Akses_Internet,Terdaftar_DTKS,Penerima_KIP,Penerima_PKH,Status_BPJS,Bantuan_Lokal_Daerah,Skor_Risiko,Status_Risiko,Skor_Kelayakan_Bansos,Kelayakan_Bansos,Rekomendasi_Bansos
2139027119,Indah Saputra,Perempuan,17,12,IPA,75,52,3,24,0,0,Aktif,1,Lengkap,0,SMA/SMK,Karyawan Swasta,Meninggal,4200000,5200000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,4.8,Angkutan Umum,Paket Data,0,0,0,Mandiri Kelas 2/1,0,8,Sedang,1,Tidak Layak,—
9303285822,Fitri Hidayat,Laki-laki,16,10,IPS,83,49,4,18,0,0,Tidak Aktif,0,Yatim Piatu,0,SMA/SMK,Buruh Harian,PNS,1300000,1100000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,1.5,Motor Pribadi,Tidak Ada,0,1,0,Mandiri Kelas 3,0,11,Tinggi,6,Layak,Bansos Daerah
4783282817,Bayu Setiawan,Laki-laki,16,10,Kejuruan,80,42,1,18,0,0,Tidak Aktif,0,Yatim,0,D3/S1,Tidak Bekerja,Ibu Rumah Tangga,2700000,2150000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,PAM/PDAM,2.3,Motor Pribadi,Paket Data,0,0,0,Tidak Punya,0,7,Sedang,6,Layak,Bansos Daerah
4776436931,Eka Sari,Laki-laki,14,7,-,76,66,1,15,0,0,Aktif,0,Lengkap,1,SMA/SMK,Karyawan Swasta,Wiraswasta,1600000,1700000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,3.6,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),1,4,Rendah,5,Layak,Bansos Daerah
6882074066,Siti Pratama,Laki-laki,16,9,-,91,63,5,9,1,0,Aktif,0,Lengkap,1,SD,Petani,Pedagang,1800000,2000000,Milik Sendiri,Permanen,Nebeng Tetangga,Sumur Pompa,3.9,Diantar Ortu,Paket Data,0,0,0,PBI (Gratis),0,9,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
5972484792,Hendra Harahap,Laki-laki,15,9,-,95,83,1,1,0,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,Tidak Bekerja,Petani,400000,400000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Pompa,4.0,Diantar Ortu,Paket Data,1,1,1,Tidak Punya,0,5,Sedang,8,Sangat Layak,—
8316648259,Lina Sari,Perempuan,14,9,-,74,64,0,16,1,2,Tidak Aktif,1,Lengkap,0,SMP,Tidak Bekerja,Buruh Harian,1800000,1600000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,2.6,Angkutan Umum,Paket Data,1,0,1,Tidak Punya,0,10,Tinggi,7,Layak,Bansos Daerah
9623534576,Rina Puspita,Laki-laki,17,11,IPA,84,76,0,2,0,0,Tidak Aktif,0,Cerai,1,SMA/SMK,Petani,Wiraswasta,4700000,4000000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,2.1,Diantar Ortu,Wifi Rumah,0,0,0,PBI (Gratis),0,2,Rendah,1,Tidak Layak,—
3849232839,Rizky Hartono,Laki-laki,14,8,-,98,83,4,12,0,0,Aktif,0,Lengkap,2,SMA/SMK,PNS/TNI/Polri,Buruh Harian,1300000,1650000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,25.0,Sepeda,Wifi Rumah,0,0,0,Tidak Punya,0,7,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
5871743247,Okta Utomo,Laki-laki,17,11,IPA,91,64,2,8,0,0,Tidak Aktif,0,Yatim Piatu,1,SMA/SMK,Buruh Harian,Petani,2200000,2750000,Numpang Keluarga,Semi Permanen,PLN Mandiri,Sumur Pompa,6.8,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),1,8,Sedang,6,Layak,Bansos Daerah
3376077463,Tiara Situmorang,Perempuan,13,8,-,93,76,3,1,0,0,Aktif,0,Lengkap,2,SMP,Pedagang,Buruh Harian,1200000,1150000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Gali,4.4,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,5,Sedang,5,Layak,Bansos Daerah
6464693977,Dewi Utomo,Laki-laki,15,9,-,99,86,1,5,0,0,Aktif,1,Lengkap,0,SD,Petani,Buruh Harian,2900000,3500000,Sewa/Kontrak,Permanen,PLN Mandiri,Sumur Gali,2.4,Angkutan Umum,Paket Data,0,0,0,PBI (Gratis),1,4,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
3597724331,Joko Wibowo,Laki-laki,15,9,-,98,56,2,19,1,0,Aktif,0,Cerai,3,SMA/SMK,PNS/TNI/Polri,Ibu Rumah Tangga,1800000,1700000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,2.0,Motor Pribadi,Wifi Rumah,1,0,0,PBI (Gratis),0,7,Sedang,6,Layak,Bansos Daerah
8377088167,Yoga Firmansyah,Laki-laki,16,11,IPA,95,73,3,14,0,0,Aktif,0,Lengkap,1,D3/S1,Tidak Bekerja,Wiraswasta,1000000,950000,Numpang Keluarga,Semi Permanen,PLN Mandiri,Sumur Gali,2.7,Motor Pribadi,Tidak Ada,0,0,0,Tidak Punya,0,6,Sedang,5,Layak,Bansos Daerah
7393195616,Salsa Susanto,Perempuan,17,11,IPS,85,64,0,16,1,0,Aktif,0,Lengkap,0,SMA/SMK,Pedagang,Pedagang,6300000,5000000,Milik Sendiri,Tidak Layak Huni,Nebeng Tetangga,Sumur Gali,3.9,Diantar Ortu,Paket Data,0,0,0,Tidak Punya,0,6,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
4633987776,Indah Wahyudi,Laki-laki,15,8,-,79,57,1,13,1,0,Aktif,1,Lengkap,0,SMP,Petani,Pedagang,4600000,4350000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Pompa,0.6,Angkutan Umum,Tidak Ada,0,0,0,Tidak Punya,0,9,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
9986353481,Tiara Wijaya,Perempuan,17,10,IPS,85,53,3,23,0,0,Aktif,0,Lengkap,1,D3/S1,Karyawan Swasta,Ibu Rumah Tangga,1300000,1300000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,0.7,Motor Pribadi,Paket Data,0,0,0,Tidak Punya,0,7,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
2188332531,Bayu Firmansyah,Perempuan,15,8,-,78,57,2,23,0,0,Aktif,0,Cerai,3,D3/S1,Buruh Harian,Pedagang,3200000,2250000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Gali,1.7,Angkutan Umum,Wifi Rumah,0,0,0,Mandiri Kelas 3,0,5,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
5310195918,Dewi Saputra,Laki-laki,18,11,IPA,62,73,1,6,0,2,Tidak Aktif,0,Lengkap,1,SMP,Wiraswasta,Ibu Rumah Tangga,3300000,3150000,Sewa/Kontrak,Tidak Layak Huni,Nebeng Tetangga,Sumur Pompa,3.6,Sepeda,Paket Data,0,0,0,Mandiri Kelas 2/1,0,6,Sedang,5,Layak,Bansos Daerah
4311931853,Salsa Nasution,Perempuan,18,12,IPA,80,52,4,19,1,0,Tidak Aktif,0,Cerai,0,Tidak Sekolah,Pedagang,Ibu Rumah Tangga,3600000,4200000,Milik Sendiri,Permanen,Nebeng Tetangga,PAM/PDAM,2.4,Jalan Kaki,Paket Data,0,0,0,Tidak Punya,0,10,Tinggi,1,Tidak Layak,—
2125089309,Rendra Suryadi,Laki-laki,17,11,IPS,87,65,2,14,0,0,Aktif,0,Lengkap,3,SMA/SMK,Buruh Harian,Buruh Harian,500000,550000,Dinas,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Gali,11.3,Motor Pribadi,Wifi Rumah,1,0,0,Tidak Punya,0,10,Tinggi,11,Sangat Layak,KIP Prioritas
8478529823,Ratna Wibowo,Perempuan,19,12,IPS,77,83,2,9,0,0,Tidak Aktif,0,Lengkap,2,D3/S1,Buruh Harian,Petani,4900000,5250000,Milik Sendiri,Tidak Layak Huni,PLN Subsidi (450VA/900VA),PAM/PDAM,0.8,Motor Pribadi,Wifi Rumah,0,0,0,Tidak Punya,0,3,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
1041531046,Shinta Lubis,Perempuan,14,7,-,81,78,2,9,0,0,Aktif,0,Yatim,1,D3/S1,Karyawan Swasta,Buruh Harian,1300000,1600000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Gali,1.5,Jalan Kaki,Wifi Rumah,0,0,0,Tidak Punya,0,7,Sedang,7,Layak,Bansos Daerah
4882343658,Andi Sinaga,Perempuan,17,11,IPA,82,66,3,14,0,0,Tidak Aktif,0,Lengkap,1,D3/S1,Buruh Harian,Ibu Rumah Tangga,1600000,1100000,Sewa/Kontrak,Tidak Layak Huni,Tidak Ada,Sumur Gali,11.8,Angkutan Umum,Paket Data,0,0,0,PBI (Gratis),0,8,Sedang,7,Layak,Bansos Daerah
3343292475,Tiara Puspita,Laki-laki,13,7,-,98,94,0,7,0,0,Aktif,0,Lengkap,0,SMA/SMK,Karyawan Swasta,Petani,15000000,12000000,Milik Sendiri,Permanen,Nebeng Tetangga,Sungai/Tadah Hujan,3.4,Motor Pribadi,Paket Data,0,0,0,Tidak Punya,1,0,Rendah,1,Tidak Layak,—
8879525611,Citra Puspita,Perempuan,15,10,IPS,80,97,0,1,0,0,Aktif,0,Lengkap,1,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,2800000,3250000,Numpang Keluarga,Tidak Layak Huni,Nebeng Tetangga,PAM/PDAM,6.7,Motor Pribadi,Paket Data,0,0,0,Tidak Punya,0,5,Sedang,5,Layak,Bansos Daerah
5931025271,Tegar Nugroho,Laki-laki,15,8,-,98,73,3,15,0,0,Tidak Aktif,0,Lengkap,1,Tidak Sekolah,Buruh Harian,Meninggal,1600000,1600000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,19.0,Jalan Kaki,Wifi Rumah,1,1,1,Tidak Punya,0,5,Sedang,5,Layak,Bansos Daerah
1547374338,Andi Sari,Laki-laki,17,12,IPS,54,40,3,31,0,1,Tidak Aktif,0,Lengkap,7,SMP,Pedagang,Buruh Harian,400000,350000,Sewa/Kontrak,Permanen,PLN Mandiri,Sumur Pompa,1.6,Jalan Kaki,Paket Data,1,1,1,PBI (Gratis),0,14,Tinggi,9,Sangat Layak,—
6618926823,Fandi Puspita,Laki-laki,15,8,-,98,84,1,16,0,0,Tidak Aktif,1,Lengkap,1,SMA/SMK,Tidak Bekerja,Pedagang,6600000,5150000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sumur Pompa,2.7,Diantar Ortu,Paket Data,0,0,0,Mandiri Kelas 3,0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
4696689457,Yoga Budiman,Perempuan,13,7,-,98,43,5,13,0,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,Tidak Bekerja,Ibu Rumah Tangga,700000,850000,Numpang Keluarga,Semi Permanen,PLN Mandiri,PAM/PDAM,2.3,Motor Pribadi,Paket Data,1,1,0,Mandiri Kelas 2/1,0,11,Tinggi,8,Sangat Layak,PKH Prioritas
9155819200,Nanda Permata,Perempuan,18,12,IPS,93,92,1,3,0,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,900000,850000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,0.5,Diantar Ortu,Wifi Rumah,1,1,0,PBI (Gratis),0,3,Rendah,7,Layak,Bansos Daerah
5736462531,Rafi Sari,Laki-laki,14,8,-,61,87,0,1,1,1,Aktif,0,Piatu,4,SMA/SMK,Buruh Harian,Meninggal,1600000,1950000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Pompa,2.3,Diantar Ortu,Wifi Rumah,1,1,0,Mandiri Kelas 2/1,0,12,Tinggi,11,Sangat Layak,PKH Prioritas
4993808565,Ratna Suryadi,Laki-laki,16,11,IPS,95,96,1,1,0,0,Aktif,1,Lengkap,2,SMP,Petani,Ibu Rumah Tangga,6800000,7150000,Milik Sendiri,Permanen,Nebeng Tetangga,PAM/PDAM,6.6,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,3,Rendah,1,Tidak Layak,—
4713453204,Wulan Andini,Laki-laki,14,9,-,83,76,1,11,0,0,Aktif,0,Yatim,1,SMA/SMK,Pedagang,Petani,4000000,4400000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,4.9,Sepeda,Wifi Rumah,0,0,0,PBI (Gratis),0,3,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
4482238042,Fandi Harahap,Perempuan,13,7,-,56,68,3,12,0,2,Aktif,0,Lengkap,2,SD,Pedagang,Pedagang,1900000,2200000,Dinas,Permanen,PLN Mandiri,Sumur Gali,5.2,Diantar Ortu,Paket Data,1,1,1,Mandiri Kelas 3,0,10,Tinggi,5,Layak,Bansos Daerah
9080621072,Ayu Santoso,Laki-laki,14,8,-,98,67,3,16,1,0,Tidak Aktif,1,Lengkap,1,SMA/SMK,Tidak Bekerja,Ibu Rumah Tangga,2800000,3050000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,2.1,Diantar Ortu,Paket Data,0,0,0,Mandiri Kelas 3,1,6,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
1106456634,Ayu Firmansyah,Perempuan,13,7,-,99,65,3,17,0,0,Tidak Aktif,0,Yatim,1,D3/S1,Tidak Bekerja,Karyawan Swasta,1300000,1200000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,1.7,Angkutan Umum,Paket Data,0,0,0,Mandiri Kelas 3,0,7,Sedang,7,Layak,Bansos Daerah
9292791081,Doni Lubis,Laki-laki,14,7,-,63,85,0,13,0,2,Aktif,0,Lengkap,0,SMA/SMK,Pedagang,Buruh Harian,2400000,2400000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,9.4,Angkutan Umum,Wifi Rumah,0,0,0,Mandiri Kelas 3,0,6,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
4482141802,Shinta Firmansyah,Perempuan,19,12,Kejuruan,85,82,2,8,0,0,Tidak Aktif,0,Cerai,1,S2/S3,Pedagang,Ibu Rumah Tangga,2300000,2700000,Milik Sendiri,Permanen,PLN Mandiri,Sungai/Tadah Hujan,1.9,Angkutan Umum,Paket Data,0,0,0,PBI (Gratis),0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
2145921803,Dian Sari,Laki-laki,18,12,Kejuruan,99,74,3,26,0,0,Tidak Aktif,1,Lengkap,0,SMP,Wiraswasta,Ibu Rumah Tangga,4700000,4300000,Sewa/Kontrak,Permanen,PLN Mandiri,Sumur Gali,3.9,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,3,Rendah,1,Tidak Layak,—
5759234471,Joko Andini,Laki-laki,16,9,-,97,63,3,17,1,0,Aktif,1,Lengkap,4,SMA/SMK,Wiraswasta,Ibu Rumah Tangga,4700000,4350000,Numpang Keluarga,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,3.5,Motor Pribadi,Tidak Ada,0,0,0,PBI (Gratis),0,9,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
4745927824,Rizky Susanto,Laki-laki,17,11,Kejuruan,93,100,0,10,0,0,Aktif,0,Lengkap,1,SMP,Petani,Wiraswasta,3200000,2400000,Milik Sendiri,Tidak Layak Huni,Tidak Ada,PAM/PDAM,11.2,Angkutan Umum,Paket Data,0,0,0,PBI (Gratis),1,4,Rendah,5,Layak,Bansos Daerah
8982597239,Lina Handoko,Perempuan,14,7,-,54,84,2,1,0,1,Aktif,1,Lengkap,5,SMA/SMK,Buruh Harian,Pedagang,1600000,1950000,Numpang Keluarga,Permanen,Nebeng Tetangga,Sumur Pompa,7.2,Angkutan Umum,Paket Data,1,1,1,Mandiri Kelas 2/1,0,11,Tinggi,7,Layak,Bansos Daerah
1955345537,Reni Sinaga,Perempuan,13,8,-,92,52,3,27,0,0,Aktif,0,Yatim,1,D3/S1,Pedagang,Ibu Rumah Tangga,3900000,2900000,Milik Sendiri,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Pompa,0.9,Jalan Kaki,Paket Data,0,0,0,Tidak Punya,1,8,Sedang,7,Layak,Bansos Daerah
7271954644,Nisa Saputra,Laki-laki,16,10,IPA,81,66,1,14,0,0,Aktif,1,Lengkap,1,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,2000000,2150000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sumur Pompa,1.0,Motor Pribadi,Paket Data,1,1,0,PBI (Gratis),0,6,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
1977515194,Eka Setiawan,Perempuan,14,7,-,94,85,0,1,0,0,Tidak Aktif,0,Piatu,1,D3/S1,Buruh Harian,Pedagang,900000,850000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,5.1,Jalan Kaki,Tidak Ada,1,1,1,PBI (Gratis),0,8,Sedang,11,Sangat Layak,—
9691572571,Ratna Andini,Perempuan,13,7,-,86,62,2,18,0,0,Aktif,1,Piatu,0,SMP,Petani,Buruh Harian,1500000,1400000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,2.8,Sepeda,Wifi Rumah,0,0,0,Tidak Punya,0,8,Sedang,8,Sangat Layak,KIP Prioritas
6124453431,Bayu Handoko,Perempuan,14,9,-,83,77,3,9,0,0,Aktif,0,Lengkap,1,D3/S1,Karyawan Swasta,Petani,2300000,2500000,Numpang Keluarga,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,2.0,Diantar Ortu,Tidak Ada,1,0,0,PBI (Gratis),0,5,Sedang,5,Layak,Bansos Daerah
6704841644,Haris Lestari,Perempuan,16,11,IPS,91,85,2,10,0,0,Tidak Aktif,0,Lengkap,0,SD,Buruh Harian,Petani,4500000,3300000,Numpang Keluarga,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,7.5,Jalan Kaki,Paket Data,0,0,0,Tidak Punya,0,2,Rendah,1,Tidak Layak,—
4712367625,Citra Sari,Laki-laki,17,10,Kejuruan,82,30,6,34,1,0,Tidak Aktif,1,Piatu,1,D3/S1,Petani,Ibu Rumah Tangga,1800000,1900000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,3.6,Sepeda,Paket Data,0,0,0,Tidak Punya,0,14,Tinggi,8,Sangat Layak,KIP Prioritas
6493800024,Dimas Permata,Laki-laki,18,12,IPS,83,71,2,5,0,0,Tidak Aktif,0,Piatu,1,SMP,Buruh Harian,Pedagang,800000,900000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,3.1,Sepeda,Wifi Rumah,1,0,1,PBI (Gratis),0,8,Sedang,12,Sangat Layak,KIP Prioritas
7597996327,Rendra Firmansyah,Perempuan,18,12,Kejuruan,77,72,3,17,0,0,Aktif,0,Lengkap,2,SMP,Wiraswasta,Meninggal,2300000,2750000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sungai/Tadah Hujan,6.1,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,6,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
5033992825,Shinta Rahayu,Perempuan,13,8,-,66,67,1,14,0,3,Aktif,0,Lengkap,0,SMA/SMK,Wiraswasta,Ibu Rumah Tangga,2400000,1900000,Numpang Keluarga,Tidak Layak Huni,PLN Mandiri,PAM/PDAM,2.1,Motor Pribadi,Paket Data,0,0,0,Mandiri Kelas 3,0,6,Sedang,5,Layak,Bansos Daerah
9462806178,Rafi Suryadi,Perempuan,16,10,IPA,90,76,2,17,0,0,Tidak Aktif,0,Lengkap,0,D3/S1,Pedagang,Buruh Harian,2500000,3050000,Numpang Keluarga,Permanen,PLN Mandiri,Sungai/Tadah Hujan,12.3,Sepeda,Wifi Rumah,0,0,0,PBI (Gratis),0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
2140169349,Fandi Utomo,Laki-laki,19,12,IPA,75,81,2,8,1,0,Aktif,0,Cerai,1,Tidak Sekolah,Pedagang,Petani,4500000,4900000,Numpang Keluarga,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,1.5,Jalan Kaki,Paket Data,0,0,0,PBI (Gratis),0,6,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
7161404428,Dewi Siregar,Laki-laki,13,8,-,81,74,1,9,1,0,Aktif,0,Lengkap,4,SMP,Meninggal,Petani,4900000,6000000,Milik Sendiri,Semi Permanen,PLN Mandiri,PAM/PDAM,5.4,Sepeda,Tidak Ada,0,0,1,PBI (Gratis),1,8,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
6642201119,Nisa Hartono,Perempuan,17,11,Kejuruan,87,68,2,14,1,0,Tidak Aktif,0,Cerai,2,D3/S1,Buruh Harian,Ibu Rumah Tangga,1300000,1250000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,10.9,Motor Pribadi,Paket Data,1,1,0,Tidak Punya,1,9,Sedang,5,Layak,Bansos Daerah
3196545325,Yuli Budiman,Perempuan,13,8,-,61,81,3,9,0,3,Tidak Aktif,0,Lengkap,1,SMP,Buruh Harian,Wiraswasta,1300000,1300000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,0.9,Sepeda,Paket Data,1,1,1,Mandiri Kelas 3,0,8,Sedang,5,Layak,Bansos Daerah
3476426797,Rafi Wibowo,Perempuan,18,12,IPA,63,73,2,8,0,2,Aktif,1,Lengkap,1,SD,Buruh Harian,Buruh Harian,900000,1100000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,2.2,Diantar Ortu,Wifi Rumah,1,1,0,PBI (Gratis),0,12,Tinggi,8,Sangat Layak,PKH Prioritas
2094024844,Salsa Siregar,Perempuan,15,9,-,80,70,3,11,0,0,Tidak Aktif,0,Lengkap,0,SMA/SMK,Petani,Buruh Harian,3800000,4700000,Milik Sendiri,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Pompa,8.4,Motor Pribadi,Paket Data,0,0,0,Mandiri Kelas 2/1,0,6,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
8339176912,Wahyu Puspita,Perempuan,15,9,-,89,55,1,13,1,0,Aktif,0,Lengkap,6,SMP,Buruh Harian,Ibu Rumah Tangga,7000000,6750000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,8.5,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 3,0,8,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
9597198563,Okta Hidayat,Laki-laki,16,9,-,92,52,5,18,0,0,Aktif,0,Lengkap,2,D3/S1,Tidak Bekerja,Ibu Rumah Tangga,1700000,1450000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sumur Pompa,2.6,Angkutan Umum,Paket Data,1,0,0,Mandiri Kelas 3,1,7,Sedang,7,Layak,Bansos Daerah
3880327491,Gilang Kusuma,Laki-laki,17,12,IPS,66,55,3,22,1,2,Aktif,0,Lengkap,1,D3/S1,Karyawan Swasta,Ibu Rumah Tangga,1800000,1650000,Numpang Keluarga,Permanen,Nebeng Tetangga,Sumur Pompa,1.5,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,8,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
6859286614,Salsa Sinaga,Perempuan,15,9,-,91,76,1,10,0,0,Aktif,0,Lengkap,1,SMA/SMK,Pedagang,Pedagang,7100000,6600000,Sewa/Kontrak,Permanen,Nebeng Tetangga,Sumur Gali,7.1,Angkutan Umum,Paket Data,0,0,0,Mandiri Kelas 2/1,0,1,Rendah,1,Tidak Layak,—
4642197907,Nanda Lestari,Perempuan,17,10,IPS,81,71,2,18,0,0,Aktif,0,Lengkap,0,S2/S3,Tidak Bekerja,Ibu Rumah Tangga,3200000,2750000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,8.7,Sepeda,Paket Data,0,0,0,Tidak Punya,0,2,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
7049001493,Okta Suryadi,Laki-laki,17,11,IPA,74,53,2,19,0,3,Tidak Aktif,0,Lengkap,5,SMA/SMK,Petani,Pedagang,3100000,2650000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,1.1,Motor Pribadi,Wifi Rumah,0,1,0,PBI (Gratis),0,7,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
1546696950,Fajar Andini,Laki-laki,14,8,-,76,81,2,1,0,0,Tidak Aktif,0,Yatim Piatu,0,SD,Buruh Harian,Petani,800000,950000,Milik Sendiri,Permanen,Tidak Ada,Sungai/Tadah Hujan,1.0,Angkutan Umum,Tidak Ada,1,1,1,PBI (Gratis),0,9,Sedang,10,Sangat Layak,—
9333798503,Doni Wibowo,Perempuan,15,8,-,92,90,0,8,0,0,Tidak Aktif,0,Lengkap,2,SMP,PNS/TNI/Polri,Petani,3700000,2700000,Sewa/Kontrak,Permanen,PLN Mandiri,Sungai/Tadah Hujan,3.7,Diantar Ortu,Paket Data,0,0,0,PBI (Gratis),1,0,Rendah,1,Tidak Layak,—
4877520294,Rafi Kusuma,Laki-laki,17,12,IPS,87,65,2,12,0,0,Aktif,1,Lengkap,0,SMA/SMK,Karyawan Swasta,Petani,1000000,1100000,Numpang Keluarga,Semi Permanen,PLN Mandiri,Sungai/Tadah Hujan,5.3,Sepeda,Paket Data,0,0,0,PBI (Gratis),0,8,Sedang,5,Layak,Bansos Daerah
6587537178,Shinta Pratama,Laki-laki,15,9,-,84,50,3,20,1,0,Aktif,0,Lengkap,2,SD,Petani,Petani,800000,600000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,2.3,Motor Pribadi,Paket Data,1,0,1,Mandiri Kelas 3,0,12,Tinggi,9,Sangat Layak,KIP Prioritas
5296710795,Agus Permata,Perempuan,15,9,-,86,63,4,22,0,0,Aktif,0,Yatim Piatu,2,D3/S1,Pedagang,Ibu Rumah Tangga,1600000,1450000,Sewa/Kontrak,Permanen,PLN Mandiri,PAM/PDAM,5.5,Motor Pribadi,Tidak Ada,1,0,1,Tidak Punya,0,8,Sedang,9,Sangat Layak,KIP Prioritas
2232285036,Kurnia Kurniawan,Perempuan,14,7,-,94,84,1,2,0,0,Aktif,0,Lengkap,2,D3/S1,Karyawan Swasta,Ibu Rumah Tangga,1300000,950000,Milik Sendiri,Permanen,Tidak Ada,Sumur Gali,1.6,Diantar Ortu,Wifi Rumah,0,0,0,Tidak Punya,0,3,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
